artifact_id	timestamp_utc	artifact_type	path	provenance	notes
A0026	2026-05-14T03:11:35Z	failure_log	research/logs/smoke_qwen06b_6layers_cat_dims_v1.log	experiments/algonauts_text_loss_ablation.py	Failed concatenated-layer dimension smoke; config validator rejected data.layer_aggregation=cat.
A0027	2026-05-14T03:17:02Z	result_json	cache/ablation_results/smoke_qwen06b_6layers_none_dims_v1.json	experiments/algonauts_text_loss_ablation.py	Successful dimension smoke for six-layer Qwen features with layer_aggregation=None.
A0028	2026-05-14T03:17:02Z	run_log	research/logs/smoke_qwen06b_6layers_none_dims_v1.log	experiments/algonauts_text_loss_ablation.py	Successful dimension smoke log for six-layer Qwen features with layer_aggregation=None.
A0029	2026-05-14T04:01:43Z	result_json	cache/ablation_results/algonauts_text_loss_episode_s01_e01_e12_val_e11_e12_full_mse_qwen06b_6layers_none_3seed_v1.json	experiments/algonauts_text_loss_ablation.py	Larger-split true six-layer Qwen feature result with layer_aggregation=None.
A0030	2026-05-14T04:01:43Z	run_log	research/logs/algonauts_text_loss_episode_s01_e01_e12_val_e11_e12_full_mse_qwen06b_6layers_none_3seed_v1.log	experiments/algonauts_text_loss_ablation.py	Larger-split true six-layer Qwen feature log with layer_aggregation=None.
A0031	2026-05-14T04:25:35Z	result_json	cache/ablation_results/smoke_llama32_3b_groupmean_dims_v1.json	experiments/algonauts_text_loss_ablation.py	Successful dimension smoke for paper-style Llama-3.2-3B group-mean text features.
A0032	2026-05-14T04:25:35Z	run_log	research/logs/smoke_llama32_3b_groupmean_dims_v1.log	experiments/algonauts_text_loss_ablation.py	Successful dimension smoke log for paper-style Llama-3.2-3B group-mean text features.
A0033	2026-05-14T05:57:07Z	result_json	cache/ablation_results/smoke_text_audio_qwen06b_dims_v1.json	experiments/algonauts_text_loss_ablation.py	Successful dimension smoke for text+audio Qwen/Wav2Vec-BERT features.
A0034	2026-05-14T05:57:07Z	run_log	research/logs/smoke_text_audio_qwen06b_dims_v1.log	experiments/algonauts_text_loss_ablation.py	Successful dimension smoke log for text+audio Qwen/Wav2Vec-BERT features.
A0035	2026-05-14T06:30:32Z	result_json	cache/ablation_results/algonauts_text_loss_episode_s01_e01_e12_val_e11_e12_full_mse_llama32_3b_groupmean_3seed_v1.json	experiments/algonauts_text_loss_ablation.py	Full three-seed paper-style Llama-3.2-3B group-mean text feature ablation result.
A0036	2026-05-14T06:30:32Z	run_log	research/logs/algonauts_text_loss_episode_s01_e01_e12_val_e11_e12_full_mse_llama32_3b_groupmean_3seed_v1.log	experiments/algonauts_text_loss_ablation.py	Full three-seed paper-style Llama-3.2-3B group-mean text feature ablation log.
A0037	2026-05-14T06:37:11Z	result_json	cache/ablation_results/algonauts_text_loss_episode_s01_e01_e12_val_e09_e10_full_mse_qwen06b_3seed_v1.json	experiments/algonauts_text_loss_ablation.py	Frozen second-split Qwen MSE baseline result for e09/e10 holdout.
A0038	2026-05-14T06:37:11Z	run_log	research/logs/algonauts_text_loss_episode_s01_e01_e12_val_e09_e10_full_mse_qwen06b_3seed_v1.log	experiments/algonauts_text_loss_ablation.py	Frozen second-split Qwen MSE baseline log for e09/e10 holdout.
A0039	2026-05-14T06:37:42Z	result_json	cache/ablation_results/algonauts_text_loss_episode_s01_e01_e12_val_e09_e10_full_mse_llama32_3b_groupmean_3seed_v1.json	experiments/algonauts_text_loss_ablation.py	Frozen second-split Llama-3.2-3B group-mean text feature result for e09/e10 holdout.
A0040	2026-05-14T06:37:42Z	run_log	research/logs/algonauts_text_loss_episode_s01_e01_e12_val_e09_e10_full_mse_llama32_3b_groupmean_3seed_v1.log	experiments/algonauts_text_loss_ablation.py	Frozen second-split Llama-3.2-3B group-mean text feature log for e09/e10 holdout.
A0041	2026-05-14T07:11:25Z	result_json	cache/ablation_results/pretrained_tribe_textonly_s01e01a_surface_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 text-only one-chunk approximate fsaverage5 surface evaluation result.
A0042	2026-05-14T07:11:25Z	run_log	research/logs/pretrained_tribe_textonly_s01e01a_surface_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 text-only one-chunk approximate fsaverage5 surface evaluation log.
A0043	2026-05-14T07:22:58Z	result_json	cache/ablation_results/pretrained_tribe_textonly_s01e01a_parcel_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 text-only one-chunk approximate Schaefer parcel evaluation result.
A0044	2026-05-14T07:22:58Z	run_log	research/logs/pretrained_tribe_textonly_s01e01a_parcel_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 text-only one-chunk approximate Schaefer parcel evaluation log.
A0045	2026-05-14T07:56:53Z	result_json	cache/ablation_results/pretrained_tribe_text_audio_video_s01e01a_surface_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 full multimodal one-chunk approximate fsaverage5 surface evaluation result.
A0046	2026-05-14T07:56:53Z	run_log	research/logs/pretrained_tribe_text_audio_video_s01e01a_surface_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 full multimodal one-chunk approximate fsaverage5 surface evaluation log.
A0047	2026-05-14T07:58:21Z	result_json	cache/ablation_results/pretrained_tribe_textonly_s01e01a_parcel_approx_v2.json	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 text-only one-chunk approximate Schaefer parcel evaluation result with array export.
A0048	2026-05-14T07:58:21Z	run_log	research/logs/pretrained_tribe_textonly_s01e01a_parcel_approx_v2.log	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 text-only one-chunk approximate Schaefer parcel evaluation log with array export.
A0049	2026-05-14T07:58:21Z	array_npz	cache/ablation_results/pretrained_tribe_textonly_s01e01a_parcel_approx_v2.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for text-only parcel run.
A0050	2026-05-14T07:58:22Z	result_json	cache/ablation_results/pretrained_tribe_text_audio_video_s01e01a_parcel_approx_v2.json	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 full multimodal one-chunk approximate Schaefer parcel evaluation result with array export.
A0051	2026-05-14T07:58:22Z	run_log	research/logs/pretrained_tribe_text_audio_video_s01e01a_parcel_approx_v2.log	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 full multimodal one-chunk approximate Schaefer parcel evaluation log with array export.
A0052	2026-05-14T07:58:22Z	array_npz	cache/ablation_results/pretrained_tribe_text_audio_video_s01e01a_parcel_approx_v2.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for full multimodal parcel run.
A0053	2026-05-14T07:59:14Z	result_json	cache/ablation_results/pretrained_tribe_text_vs_full_s01e01a_parcel_matched_v1.json	manual comparison	Public facebook/tribev2 text-only vs full multimodal approximate parcel comparison on nearest matched sample times.
A0054	2026-05-14T08:56:50Z	result_json	cache/ablation_results/pretrained_tribe_text_audio_video_s01e01b_parcel_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 full multimodal e01b approximate Schaefer parcel evaluation result with array export.
A0055	2026-05-14T08:56:50Z	run_log	research/logs/pretrained_tribe_text_audio_video_s01e01b_parcel_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 full multimodal e01b approximate Schaefer parcel evaluation log with array export.
A0056	2026-05-14T08:56:50Z	array_npz	cache/ablation_results/pretrained_tribe_text_audio_video_s01e01b_parcel_approx_v1.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for full multimodal e01b parcel run.
A0057	2026-05-14T08:50:16Z	result_json	cache/ablation_results/pretrained_tribe_text_audio_video_s01e02a_parcel_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 full multimodal e02a approximate Schaefer parcel evaluation result with array export.
A0058	2026-05-14T08:50:16Z	run_log	research/logs/pretrained_tribe_text_audio_video_s01e02a_parcel_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Public facebook/tribev2 full multimodal e02a approximate Schaefer parcel evaluation log with array export.
A0059	2026-05-14T08:50:16Z	array_npz	cache/ablation_results/pretrained_tribe_text_audio_video_s01e02a_parcel_approx_v1.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for full multimodal e02a parcel run.
A0060	2026-05-14T08:07:17Z	result_json	cache/ablation_results/tribe_calibration_multimodal_s01e01a_parcel_temporal_ridge_v1.json	experiments/tribe_calibration_ablation.py	Within-chunk temporal ridge calibration result comparing calibrated public TRIBE predictions against raw public TRIBE.
A0061	2026-05-14T08:07:17Z	run_log	research/logs/tribe_calibration_multimodal_s01e01a_parcel_temporal_ridge_v1.log	experiments/tribe_calibration_ablation.py	Within-chunk temporal ridge calibration run log.
A0062	2026-05-14T08:57:09Z	result_json	cache/ablation_results/tribe_calibration_multimodal_train_e01ab_val_e02a_parcel_temporal_ridge_v1.json	experiments/tribe_calibration_ablation.py	Cross-chunk temporal ridge calibration result comparing calibrated public TRIBE predictions against raw public TRIBE.
A0063	2026-05-14T08:57:09Z	run_log	research/logs/tribe_calibration_multimodal_train_e01ab_val_e02a_parcel_temporal_ridge_v1.log	experiments/tribe_calibration_ablation.py	Cross-chunk temporal ridge calibration run log.
A0064	2026-05-14T09:05:24Z	result_json	cache/ablation_results/tribe_calibration_multimodal_s01e01a_parcel_global_ridge_a1000_v1.json	experiments/tribe_calibration_ablation.py	Within-chunk global spatiotemporal ridge adapter result comparing calibrated public TRIBE predictions against raw public TRIBE.
A0065	2026-05-14T09:05:24Z	run_log	research/logs/tribe_calibration_multimodal_s01e01a_parcel_global_ridge_a1000_v1.log	experiments/tribe_calibration_ablation.py	Within-chunk global spatiotemporal ridge adapter run log.
A0066	2026-05-14T09:05:28Z	result_json	cache/ablation_results/tribe_calibration_multimodal_train_e01ab_val_e02a_parcel_global_ridge_a1000_v1.json	experiments/tribe_calibration_ablation.py	Cross-chunk global spatiotemporal ridge adapter result comparing calibrated public TRIBE predictions against raw public TRIBE.
A0067	2026-05-14T09:05:28Z	run_log	research/logs/tribe_calibration_multimodal_train_e01ab_val_e02a_parcel_global_ridge_a1000_v1.log	experiments/tribe_calibration_ablation.py	Cross-chunk global spatiotemporal ridge adapter run log.
A0068	2026-05-14T09:56:21Z	script	experiments/predict_tribe_algonauts_submission.py	Codex leaderboard-format harness	Adds Algonauts-style hidden-stimulus prediction generation from facebook/tribev2 with target sample-count resampling, subject projection, nonfinite filling, optional zip output, and dry-run manifests.
A0069	2026-05-14T09:56:21Z	test	tests/test_submission_prediction_utils.py	Codex unit tests	Tests submission utility behavior for resampling, duplicate target times, nonfinite fill policy, item discovery, and stimulus path construction.
A0070	2026-05-14T09:56:21Z	manifest_json	cache/submissions/dryrun_tribe_friends_s7_sub01_s07e01a_text_manifest_v1.json	experiments/predict_tribe_algonauts_submission.py	Dry-run manifest for Friends season 7 sub-01 s07e01a text-only submission path; no hidden labels used.
A0071	2026-05-14T09:56:21Z	manifest_json	cache/submissions/dryrun_tribe_ood_sub01_pulpfiction1_text_manifest_v1.json	experiments/predict_tribe_algonauts_submission.py	Dry-run manifest for OOD Pulp Fiction sub-01 pulpfiction1 text-only submission path; no hidden labels used.
A0072	2026-05-14T09:56:21Z	manifest_json	cache/submissions/dryrun_tribe_ood_sub01_chaplin1_text_manifest_v1.json	experiments/predict_tribe_algonauts_submission.py	Dry-run manifest for OOD Charlie Chaplin sub-01 chaplin1 text-only path, documenting missing transcript/movie material; no hidden labels used.
A0073	2026-05-14T09:56:21Z	submission_npy	cache/submissions/tribe_textonly_friends_s7_sub01_s07e01a_v1.npy	experiments/predict_tribe_algonauts_submission.py	Algonauts-style nested prediction dictionary for facebook/tribev2 text-only Friends S7 sub-01 s07e01a; all finite after row-mean fill.
A0074	2026-05-14T09:56:21Z	submission_zip	cache/submissions/tribe_textonly_friends_s7_sub01_s07e01a_v1.zip	experiments/predict_tribe_algonauts_submission.py	Zipped text-only Friends S7 sub-01 s07e01a prediction file for submission-format smoke testing.
A0075	2026-05-14T09:56:21Z	manifest_json	cache/submissions/tribe_textonly_friends_s7_sub01_s07e01a_manifest_v1.json	experiments/predict_tribe_algonauts_submission.py	Manifest for text-only Friends S7 sub-01 s07e01a submission-format smoke; records shape, finite fill count, cache status, and runtime.
A0076	2026-05-14T09:56:21Z	run_log	research/logs/tribe_textonly_friends_s7_sub01_s07e01a_submission_smoke_v1.log	experiments/predict_tribe_algonauts_submission.py	Run log for text-only Friends S7 sub-01 s07e01a submission-format smoke.
A0077	2026-05-14T09:56:21Z	run_log	research/logs/git_annex_get_friends_s7_s07e01a_movie_v1.log	git-annex	Movie materialization log for Friends S7 s07e01a fetched from the Algonauts 2025 competitors stimuli movie submodule.
A0078	2026-05-14T09:56:21Z	submission_npy	cache/submissions/tribe_full_friends_s7_sub01_s07e01a_v1.npy	experiments/predict_tribe_algonauts_submission.py	Algonauts-style nested prediction dictionary for facebook/tribev2 text+audio+video Friends S7 sub-01 s07e01a; all finite after row-mean fill.
A0079	2026-05-14T09:56:21Z	submission_zip	cache/submissions/tribe_full_friends_s7_sub01_s07e01a_v1.zip	experiments/predict_tribe_algonauts_submission.py	Zipped full multimodal Friends S7 sub-01 s07e01a prediction file for submission-format smoke testing.
A0080	2026-05-14T09:56:21Z	manifest_json	cache/submissions/tribe_full_friends_s7_sub01_s07e01a_manifest_v1.json	experiments/predict_tribe_algonauts_submission.py	Manifest for full text+audio+video Friends S7 sub-01 s07e01a submission-format smoke; records shape, finite fill count, prediction segments, cache status, and runtime.
A0081	2026-05-14T09:56:21Z	run_log	research/logs/tribe_full_friends_s7_sub01_s07e01a_submission_smoke_v1.log	experiments/predict_tribe_algonauts_submission.py	Run log for full text+audio+video Friends S7 sub-01 s07e01a submission-format smoke.
A0082	2026-05-14T10:03:21Z	result_json	cache/ablation_results/pretrained_tribe_textonly_s01e02a_parcel_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public TRIBE text-only local approximate parcel result for sub-01 Friends s01e02a modality ablation.
A0083	2026-05-14T10:03:21Z	run_log	research/logs/pretrained_tribe_textonly_s01e02a_parcel_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for public TRIBE text-only s01e02a modality ablation.
A0084	2026-05-14T10:03:21Z	array_npz	cache/ablation_results/pretrained_tribe_textonly_s01e02a_parcel_approx_v1.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for text-only s01e02a modality ablation.
A0085	2026-05-14T10:03:21Z	result_json	cache/ablation_results/pretrained_tribe_audioonly_s01e02a_parcel_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public TRIBE audio-only local approximate parcel result for sub-01 Friends s01e02a modality ablation; Pearson undefined due constant predictions.
A0086	2026-05-14T10:03:21Z	run_log	research/logs/pretrained_tribe_audioonly_s01e02a_parcel_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for public TRIBE audio-only s01e02a modality ablation.
A0087	2026-05-14T10:03:21Z	array_npz	cache/ablation_results/pretrained_tribe_audioonly_s01e02a_parcel_approx_v1.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for audio-only s01e02a modality ablation.
A0088	2026-05-14T10:03:21Z	result_json	cache/ablation_results/pretrained_tribe_videoonly_s01e02a_parcel_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public TRIBE video-only local approximate parcel result for sub-01 Friends s01e02a modality ablation.
A0089	2026-05-14T10:03:21Z	run_log	research/logs/pretrained_tribe_videoonly_s01e02a_parcel_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for public TRIBE video-only s01e02a modality ablation.
A0090	2026-05-14T10:03:21Z	array_npz	cache/ablation_results/pretrained_tribe_videoonly_s01e02a_parcel_approx_v1.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for video-only s01e02a modality ablation.
A0091	2026-05-14T10:03:21Z	result_json	cache/ablation_results/pretrained_tribe_text_audio_s01e02a_parcel_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public TRIBE text+audio local approximate parcel result for sub-01 Friends s01e02a modality ablation.
A0092	2026-05-14T10:03:21Z	run_log	research/logs/pretrained_tribe_text_audio_s01e02a_parcel_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for public TRIBE text+audio s01e02a modality ablation.
A0093	2026-05-14T10:03:21Z	array_npz	cache/ablation_results/pretrained_tribe_text_audio_s01e02a_parcel_approx_v1.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for text+audio s01e02a modality ablation.
A0094	2026-05-14T10:03:21Z	result_json	cache/ablation_results/pretrained_tribe_text_video_s01e02a_parcel_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public TRIBE text+video local approximate parcel result for sub-01 Friends s01e02a modality ablation.
A0095	2026-05-14T10:03:21Z	run_log	research/logs/pretrained_tribe_text_video_s01e02a_parcel_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for public TRIBE text+video s01e02a modality ablation.
A0096	2026-05-14T10:03:21Z	array_npz	cache/ablation_results/pretrained_tribe_text_video_s01e02a_parcel_approx_v1.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for text+video s01e02a modality ablation.
A0097	2026-05-14T10:03:21Z	result_json	cache/ablation_results/pretrained_tribe_audio_video_s01e02a_parcel_approx_v1.json	experiments/eval_pretrained_tribe_algonauts.py	Public TRIBE audio+video local approximate parcel result for sub-01 Friends s01e02a modality ablation.
A0098	2026-05-14T10:03:21Z	run_log	research/logs/pretrained_tribe_audio_video_s01e02a_parcel_approx_v1.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for public TRIBE audio+video s01e02a modality ablation.
A0099	2026-05-14T10:03:21Z	array_npz	cache/ablation_results/pretrained_tribe_audio_video_s01e02a_parcel_approx_v1.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for audio+video s01e02a modality ablation.
A0100	2026-05-14T10:03:21Z	result_json	cache/ablation_results/pretrained_tribe_modality_ablation_s01e02a_parcel_approx_v1.json	Codex aggregation	Aggregated modality ablation summary for public TRIBE on sub-01 Friends s01e02a approximate parcel metric, including deltas against full multimodal.
A0101	2026-05-14T10:10:25Z	script	experiments/eval_pretrained_tribe_algonauts.py	Codex bugfix	Preserves Video events until audio extraction when audio is requested without video, then prunes unrequested modalities after transforms.
A0102	2026-05-14T10:10:25Z	test	tests/test_pretrained_eval_utils.py	Codex unit test	Adds coverage for preserving Video as the source event for audio extraction before transforms.
A0103	2026-05-14T10:10:25Z	result_json	cache/ablation_results/pretrained_tribe_textonly_s01e02a_parcel_approx_v2.json	experiments/eval_pretrained_tribe_algonauts.py	Corrected-grid public TRIBE text-only local approximate parcel result for sub-01 Friends s01e02a.
A0104	2026-05-14T10:10:25Z	run_log	research/logs/pretrained_tribe_textonly_s01e02a_parcel_approx_v2.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for corrected-grid text-only s01e02a modality ablation.
A0105	2026-05-14T10:10:25Z	array_npz	cache/ablation_results/pretrained_tribe_textonly_s01e02a_parcel_approx_v2.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for corrected-grid text-only s01e02a.
A0106	2026-05-14T10:10:25Z	result_json	cache/ablation_results/pretrained_tribe_audioonly_s01e02a_parcel_approx_v2.json	experiments/eval_pretrained_tribe_algonauts.py	Corrected-grid public TRIBE audio-only local approximate parcel result for sub-01 Friends s01e02a.
A0107	2026-05-14T10:10:25Z	run_log	research/logs/pretrained_tribe_audioonly_s01e02a_parcel_approx_v2.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for corrected-grid audio-only s01e02a modality ablation.
A0108	2026-05-14T10:10:25Z	array_npz	cache/ablation_results/pretrained_tribe_audioonly_s01e02a_parcel_approx_v2.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for corrected-grid audio-only s01e02a.
A0109	2026-05-14T10:10:25Z	result_json	cache/ablation_results/pretrained_tribe_videoonly_s01e02a_parcel_approx_v2.json	experiments/eval_pretrained_tribe_algonauts.py	Corrected-grid public TRIBE video-only local approximate parcel result for sub-01 Friends s01e02a.
A0110	2026-05-14T10:10:25Z	run_log	research/logs/pretrained_tribe_videoonly_s01e02a_parcel_approx_v2.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for corrected-grid video-only s01e02a modality ablation.
A0111	2026-05-14T10:10:25Z	array_npz	cache/ablation_results/pretrained_tribe_videoonly_s01e02a_parcel_approx_v2.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for corrected-grid video-only s01e02a.
A0112	2026-05-14T10:10:25Z	result_json	cache/ablation_results/pretrained_tribe_text_audio_s01e02a_parcel_approx_v2.json	experiments/eval_pretrained_tribe_algonauts.py	Corrected-grid public TRIBE text+audio local approximate parcel result for sub-01 Friends s01e02a.
A0113	2026-05-14T10:10:25Z	run_log	research/logs/pretrained_tribe_text_audio_s01e02a_parcel_approx_v2.log	experiments/eval_pretrained_tribe_algonauts.py	Run log for corrected-grid text+audio s01e02a modality ablation.
A0114	2026-05-14T10:10:25Z	array_npz	cache/ablation_results/pretrained_tribe_text_audio_s01e02a_parcel_approx_v2.npz	experiments/eval_pretrained_tribe_algonauts.py	Metric-space predictions, targets, sample times, and finite-row mask for corrected-grid text+audio s01e02a.
A0115	2026-05-14T10:10:25Z	result_json	cache/ablation_results/pretrained_tribe_text_video_s01e02a_parcel_approx_v2.json	experiments/eval_pretrained_tribe_algonauts.py	Corrected-grid public TRIBE text+video local approximate parcel result for sub-01 Friends s01e02a.
